challenge,1250000000
stroke,266000000
%22gem+and+jewel%22,164000
cat,2200000000
%22brother+and+monk%22,422000
%22life+and+term%22,394000
%22cup+and+food%22,707000
fauna,135000000
example,1710000000
history,5010000000
vodka,120000000
calculation,275000000
%22type+and+kind%22,403000
fuck,1540000000
%22cup+and+tableware%22,506000
%22precedent+and+cognition%22,856000
currency,601000000
critic,125000000
woman,2800000000
serial,460000000
%22cup+and+object%22,524000
information,8520000000
recovery,535000000
%22observation+and+architecture%22,6
travel,3390000000
boxing,252000000
%22stock+and+life%22,552000
arrangement,371000000
delay,364000000
%22plane+and+car%22,384000
criterion,56500000
forest,1100000000
animal,2570000000
interview,954000000
prejudice,82600000
furnace,77100000
%22board+and+recommendation%22,1680000
%22precedent+and+collection%22,4
%22direction+and+combination%22,851000
minority,124000000
%22money+and+laundering%22,36800
lad,134000000
%22precedent+and+information%22,519000
%22network+and+hardware%22,570000
%22tiger+and+jaguar%22,110000
thunderstorm,34800000
%22museum+and+theater%22,284000
%22fertility+and+egg%22,178000
abuse,957000000
Yale,99900000
president,1310000000
cabbage,80000000
law,2070000000
man,6520000000
attempt,547000000
liquid,734000000
Mexico,1350000000
doctor,1060000000
Japanese,2020000000
shore,475000000
%22life+and+lesson%22,434000
deposit,566000000
%22glass+and+metal%22,459000
%22problem+and+airport%22,623000
egg,522000000
wine,1010000000
%22psychology+and+discipline%22,307000
office,4010000000
rabbi,42800000
oracle,194000000
entity,211000000
attitude,385000000
paper,2770000000
%22money+and+deposit%22,401000
keyboard,1660000000
avenue,944000000
galaxy,1080000000
%22street+and+block%22,362000
%22dividend+and+payment%22,177000
group,5760000000
%22lover+and+quarrel%22,2
%22football+and+soccer%22,514000
%22tiger+and+organism%22,22400000
crew,760000000
%22reason+and+hypertension%22,1
%22media+and+radio%22,676000
valor,563000000
crane,223000000
soccer,831000000
%22tiger+and+zoo%22,66800
%22computer+and+keyboard%22,451000
coffee,1550000000
combination,784000000
food,4810000000
practice,1260000000
nation,866000000
%22Jerusalem+and+Israel%22,445000
%22cemetery+and+woodland%22,23600
fingerprint,69300000
investor,341000000
%22noon+and+string%22,7
bank,2130000000
bread,424000000
term,1400000000
equality,125000000
war,2200000000
%22planet+and+constellation%22,18000
cognition,57300000
%22money+and+cash%22,829000
%22lobster+and+food%22,409000
%22tiger+and+feline%22,96200
victory,413000000
%22cup+and+article%22,9
rock,2580000000
%22alcohol+and+chemistry%22,270000
stock,3480000000
%22investor+and+earning%22,75300
%22smart+and+student%22,4710000
%22video+and+archive%22,340000
%22stock+and+phone%22,1890000
series,3020000000
%22consumer+and+confidence%22,8
communication,1500000000
%22start+and+match%22,547000
%22shore+and+woodland%22,173000
trading,986000000
year,6580000000
laboratory,365000000
operation,923000000
%22Arafat+and+Jackson%22,8430
insurance,1230000000
category,3800000000
%22planet+and+people%22,634000
psychology,332000000
space,3120000000
profit,581000000
investigation,454000000
health,3230000000
hill,6190000000
internet,3740000000
issue,1760000000
%22money+and+dollar%22,379000
smart,1790000000
%22food+and+fruit%22,21100000
%22wood+and+forest%22,476000
withdrawal,107000000
%22stock+and+market%22,563000
possibility,391000000
virtuoso,20700000
%22psychology+and+science%22,626000
reason,1490000000
%22energy+and+secretary%22,370000
collection,3390000000
%22aluminum+and+metal%22,465000
%22seven+and+series%22,186000
%22Jerusalem+and+Palestinian%22,230000
accommodation,399000000
card,2450000000
ministry,462000000
%22development+and+issue%22,1300000
%22situation+and+conclusion%22,940000
alcohol,640000000
plane,486000000
place,5300000000
%22psychology+and+Freud%22,113000
clothes,1500000000
competition,955000000
Brazil,1060000000
%22peace+and+insurance%22,6
%22psychology+and+doctor%22,150000
student,2020000000
Palestinian,142000000
%22oil+and+stock%22,568000
number,6020000000
preservation,179000000
%22baseball+and+season%22,269000
%22precedent+and+example%22,53600
%22planet+and+astronomer%22,3
size,5680000000
%22announcement+and+news%22,197000
basketball,669000000
automobile,395000000
%22bank+and+money%22,619000
inmate,46100000
%22coast+and+shore%22,137000
%22cup+and+liquid%22,348000
%22fuck+and+sex%22,4470000
hundred,386000000
murder,328000000
%22television+and+film%22,849000
season,1920000000
tool,2010000000
hotel,2850000000
artifact,124000000
%22journey+and+voyage%22,13900
%22magician+and+wizard%22,8920
%22dividend+and+calculation%22,10
%22dollar+and+loss%22,915000
institution,686000000
population,623000000
king,2230000000
grocery,367000000
anxiety,212000000
%22soap+and+opera%22,34600
isolation,153000000
board,3020000000
bed,2200000000
hike,132000000
shower,1000000000
%22tiger+and+carnivore%22,9
marriage,2410000000
%22announcement+and+warning%22,17900
lover,714000000
%22street+and+place%22,1230000
%22Mars+and+scientist%22,5
viewer,733000000
%22grocery+and+money%22,1160000
%22Arafat+and+peace%22,127000
mind,1880000000
departure,182000000
%22water+and+seepage%22,169000
%22stock+and+jaguar%22,3
marathon,217000000
%22disability+and+death%22,496000
zoo,452000000
equipment,2810000000
%22life+and+death%22,57500000
luxury,1510000000
performance,2680000000
soap,337000000
%22seafood+and+food%22,514000
%22company+and+stock%22,584000
%22crane+and+implement%22,7
price,5040000000
object,805000000
%22psychology+and+fear%22,434000
mouth,1190000000
plan,3230000000
drought,70600000
medal,196000000
payment,1920000000
morality,88200000
%22possibility+and+girl%22,5
Jerusalem,124000000
observation,320000000
%22OPEC+and+oil%22,176000
%22morality+and+marriage%22,177000
professor,646000000
metal,3030000000
defeating,33800000
%22forest+and+graveyard%22,49900
%22asylum+and+madhouse%22,1640
%22game+and+series%22,409000
%22media+and+gain%22,605000
physics,288000000
atmosphere,807000000
recess,52800000
%22car+and+flight%22,469000
stove,210000000
queen,1190000000
%22food+and+preparation%22,1050000
%22day+and+dawn%22,415000
%22cucumber+and+potato%22,397000
planning,1390000000
radio,2110000000
fear,582000000
asylum,85000000
%22impartiality+and+interest%22,138000
%22opera+and+performance%22,345000
%22journey+and+car%22,298000
%22production+and+hike%22,116000
%22game+and+round%22,400000
sugar,773000000
wood,2310000000
%22man+and+governor%22,1380000
money,2800000000
%22drink+and+eat%22,641000
%22weather+and+forecast%22,392000
%22atmosphere+and+landscape%22,360000
%22cup+and+coffee%22,11600000
jazz,598000000
%22phone+and+equipment%22,637000
%22baby+and+mother%22,584000
coast,1050000000
%22psychology+and+health%22,14300000
report,4810000000
%22lobster+and+wine%22,342000
gem,322000000
%22bird+and+crane%22,39200
jaguar,332000000
%22announcement+and+effort%22,4
aluminum,422000000
%22experience+and+music%22,16200000
stupid,351000000
architecture,2740000000
activity,1650000000
%22disaster+and+area%22,218000
%22summer+and+drought%22,1320000
fertility,79700000
%22credit+and+information%22,16700000
%22precedent+and+antecedent%22,1920
secretary,562000000
%22change+and+attitude%22,457000
%22prejudice+and+recognition%22,7
Jackson,3210000000
disaster,272000000
sex,3290000000
culture,1850000000
computer,2610000000
%22money+and+withdrawal%22,2410000
sea,2320000000
%22furnace+and+stove%22,118000
racket,195000000
news,10880000000
constellation,62800000
%22benchmark+and+index%22,34000
preparation,663000000
%22start+and+year%22,407000
%22psychology+and+cognition%22,574000
closet,493000000
%22man+and+woman%22,28400000
movie,3410000000
%22championship+and+tournament%22,77900
feline,57700000
consumer,638000000
%22minority+and+peace%22,2
forecast,288000000
%22Maradona+and+football%22,50000
Harvard,231000000
%22game+and+victory%22,248000
%22volunteer+and+motto%22,634000
approach,826000000
%22boxing+and+round%22,123000
discovery,565000000
arrival,655000000
infrastructure,539000000
nature,2780000000
importance,525000000
team,4710000000
%22governor+and+interview%22,1
%22Harvard+and+Yale%22,390000
%22media+and+trading%22,458000
%22word+and+similarity%22,184000
%22car+and+automobile%22,359000
%22environment+and+ecology%22,481000
%22journal+and+association%22,71500
dividend,59800000
motto,137000000
%22holy+and+sex%22,102000
%22bird+and+cock%22,83100
%22registration+and+arrangement%22,312000
country,3800000000
monk,124000000
drug,672000000
%22image+and+surface%22,531000
%22sign+and+recess%22,1
%22tiger+and+mammal%22,9
concert,770000000
exhibit,242000000
%22love+and+sex%22,16500000
voyage,445000000
proton,85800000
canyon,236000000
%22planet+and+sun%22,371000
article,3620000000
earning,156000000
%22profit+and+loss%22,25600000
%22fighting+and+defeating%22,72100
%22football+and+basketball%22,560000
%22dollar+and+buck%22,131000
%22lad+and+brother%22,1500000
%22money+and+bank%22,582000
%22energy+and+laboratory%22,530000
secret,1400000000
production,1610000000
change,3390000000
interest,3000000000
%22doctor+and+personnel%22,389000
%22skin+and+eye%22,654000
territory,385000000
treatment,1310000000
life,6530000000
%22investigation+and+effort%22,1430000
flight,789000000
graveyard,41400000
Arafat,17800000
listing,1500000000
%22cup+and+entity%22,12800000
%22hundred+and+percent%22,387000
madhouse,8940000
CD,2570000000
tiger,545000000
%22street+and+avenue%22,374000
minister,567000000
%22lawyer+and+evidence%22,642000
%22tiger+and+cat%22,452000
volunteer,321000000
%22tennis+and+racket%22,41100
%22cup+and+artifact%22,1
%22Mexico+and+Brazil%22,475000
prominence,27400000
cash,1410000000
governor,259000000
%22cell+and+phone%22,215000
%22preservation+and+world%22,364000
%22equipment+and+maker%22,196000
situation,934000000
property,4500000000
cock,985000000
seepage,6950000
seven,974000000
%22television+and+radio%22,14100000
century,940000000
telephone,674000000
surface,1100000000
rooster,89900000
hardware,1090000000
decoration,855000000
%22midday+and+noon%22,11400
Israel,781000000
%22game+and+defeat%22,438000
media,9120000000
woodland,274000000
archive,2020000000
%22century+and+year%22,321000
%22arrival+and+hotel%22,334000
%22century+and+nation%22,5
%22drug+and+abuse%22,474000
%22bishop+and+rabbi%22,7350
party,3570000000
development,2240000000
oil,1560000000
slave,328000000
drink,1500000000
%22king+and+cabbage%22,8
scientist,213000000
fruit,880000000
cucumber,105000000
%22production+and+crew%22,482000
%22space+and+world%22,970000
magician,57800000
%22announcement+and+production%22,380000
%22gender+and+equality%22,491000
%22psychology+and+anxiety%22,615000
butter,375000000
theater,574000000
center,4100000000
%22attempt+and+peace%22,5
weapon,450000000
fighting,510000000
%22money+and+property%22,14400000
%22tiger+and+fauna%22,3
mother,1580000000
%22peace+and+atmosphere%22,4150000
chemistry,443000000
%22death+and+inmate%22,68900
%22weapon+and+secret%22,94800
summer,2510000000
%22train+and+car%22,402000
chord,75400000
yen,248000000
%22money+and+operation%22,439000
proximity,153000000
%22computer+and+internet%22,5200000
%22planet+and+space%22,502000
clinic,485000000
victim,247000000
%22calculation+and+computation%22,126000
%22problem+and+challenge%22,390000
discipline,240000000
announcement,433000000
%22rock+and+jazz%22,587000
death,1540000000
%22war+and+troops%22,376000
cup,1520000000
admission,271000000
percent,489000000
cemetery,219000000
%22Arafat+and+terror%22,6
day,7740000000
%22glass+and+magician%22,5
%22stroke+and+hospital%22,272000
association,1320000000
citizen,820000000
%22movie+and+theater%22,474000
match,1540000000
laundering,25000000
emergency,634000000
government,1660000000
game,4320000000
%22precedent+and+group%22,3
five,1910000000
%22deployment+and+departure%22,76800
deployment,128000000
world,7500000000
loss,1060000000
%22computer+and+software%22,18900000
girl,5790000000
%22precedent+and+law%22,149000
%22FBI+and+investigation%22,7
%22territory+and+surface%22,3
%22student+and+professor%22,429000
%22cup+and+substance%22,4
ecology,128000000
people,10860000000
senate,210000000
library,1550000000
%22delay+and+racism%22,1
%22street+and+children%22,1490000
astronomer,120000000
championship,672000000
lobster,126000000
recommendation,321000000
%22victim+and+emergency%22,452000
%22vodka+and+gin%22,286000
sprint,168000000
recognition,295000000
peace,919000000
%22space+and+chemistry%22,417000
%22murder+and+manslaughter%22,376000
%22canyon+and+landscape%22,130000
noon,189000000
moon,1050000000
%22OPEC+and+country%22,0
%22money+and+currency%22,452000
%22summer+and+nature%22,768000
%22consumer+and+energy%22,447000
%22tool+and+implement%22,421000
%22Mars+and+water%22,386000
%22practice+and+institution%22,202000
%22liability+and+insurance%22,499000
journal,1390000000
%22psychology+and+mind%22,452000
%22nature+and+man%22,3040000
%22five+and+month%22,171000
%22concert+and+virtuoso%22,6
memorabilia,125000000
television,1080000000
troops,151000000
%22family+and+planning%22,21300000
industry,1760000000
%22death+and+row%22,10
brandy,131000000
%22closet+and+clothes%22,419000
%22king+and+queen%22,43000000
kilometer,94600000
block,1650000000
software,2270000000
%22discovery+and+space%22,511000
%22shower+and+thunderstorm%22,34800
%22nature+and+environment%22,20100000
%22physics+and+proton%22,175000
%22marathon+and+sprint%22,23900
OPEC,29300000
tableware,424000000
weather,1210000000
registration,939000000
lesson,466000000
%22peace+and+plan%22,10
kind,2050000000
%22energy+and+crisis%22,392000
area,5020000000
museum,974000000
tennis,646000000
Mars,886000000
racism,112000000
%22credit+and+card%22,385000
start,5570000000
gin,127000000
%22jaguar+and+car%22,97300
%22situation+and+isolation%22,10
energy,1510000000
project,2930000000
%22hotel+and+reservation%22,689000
%22game+and+team%22,645000
%22psychology+and+psychiatry%22,4880000
%22tiger+and+animal%22,406000
Freud,48500000
%22stock+and+CD%22,723000
gain,607000000
%22minister+and+party%22,364000
line,7520000000
ear,760000000
eat,1070000000
%22computer+and+news%22,503000
%22governor+and+office%22,332000
%22liquid+and+water%22,2020000
%22movie+and+critic%22,708000
%22chance+and+credibility%22,6
potato,258000000
%22country+and+citizen%22,938000
%22morality+and+importance%22,535000
planet,787000000
record,1900000000
%22professor+and+doctor%22,207000
%22drink+and+car%22,459000
problem,2160000000
%22sugar+and+approach%22,8
seafood,248000000
%22psychology+and+depression%22,599000
%22professor+and+cucumber%22,1
opera,551000000
tournament,485000000
direction,1190000000
%22day+and+summer%22,18300000
evidence,588000000
landscape,1420000000
warning,950000000
hypertension,49900000
%22money+and+wealth%22,512000
dawn,454000000
film,2990000000
%22movie+and+popcorn%22,409000
%22coast+and+hill%22,138000
credibility,63700000
image,11730000000
buck,189000000
%22dollar+and+profit%22,235000
%22focus+and+life%22,703000
flood,242000000
book,4270000000
conclusion,420000000
%22drink+and+ear%22,607000
%22ministry+and+culture%22,487000
%22book+and+library%22,443000
star,4070000000
%22bed+and+closet%22,449000
football,1410000000
%22admission+and+ticket%22,50400
FBI,168000000
%22monk+and+slave%22,13800
psychiatry,73800000
chance,1270000000
journey,783000000
%22monk+and+oracle%22,8
reservation,253000000
%22seafood+and+lobster%22,250000
network,2310000000
antecedent,8890000
%22territory+and+kilometer%22,3870000
%22arrangement+and+accommodation%22,268000
glass,2250000000
bishop,221000000
organism,930000000
%22report+and+gain%22,417000
jewel,238000000
%22drink+and+mouth%22,7540000
%22currency+and+market%22,406000
%22listing+and+proximity%22,4
%22cup+and+drink%22,890000
%22computer+and+laboratory%22,466000
precedent,85600000
%22viewer+and+serial%22,4
